ABERRANT markedly different from an accepted norm
ABERRATION a deviation from what is normal or expected
ABSTAIN choose not to consume or take part in (particularly something enjoyable)
ABSTRUSE difficult to understand; incomprehensible
ACCOLADE an award or praise granted as a special honor
ACERBIC harsh in tone
ACRIMONY bitterness and ill will
ADAMANT refusing to change one's mind
ADMONISH to warn strongly even to the point of reprimanding
ADMONITORY serving to warn; expressing reproof or reproach especially as a corrective
AESTHETE one who professes great sensitivity to the beauty of art and nature
AESTHETIC concerned with the appreciation of beauty
AESTHETIC a set of principles underlying and guiding the work of a particular artist or artistic
AMALGAM a mixture of multiple things
AMBIGUOUS open to more than one interpretation
AMBIVALENT mixed or conflicting emotions about something
AMELIORATE make something bad better
AMENABLE easily persuaded
AMORPHOUS shapeless
ANOMALOUS not normal
ANOMALY something that is not normal standard or expected
ANTIPATHY an intense feeling of dislike or aversion
ANTITHETICAL sharply contrasted in character or purpose
APATHETIC marked by a lack of interest
APATHY an absence of emotion or enthusiasm
APOCRYPHAL being of questionable authenticity
APPEASE pacify by acceding to the demands of
ARBITRARY based on a random groundless decision
ARCANE requiring secret or mysterious knowledge
ARDUOUS demanding considerable mental effort and skill; testing powers of endurance
ARTFUL exhibiting artistic skill
ARTFUL clever in a cunning way
ASCETIC practicing self-denial
ASCETIC one who practices great self-denial
ASKANCE with a look of suspicion or disapproval
AUDACIOUS willing to be bold in social situations or to take risks
AUDACITY aggressive boldness in social situations
AUSPICIOUS favorable, the opposite of sinister
AUSTERE practicing self-denial
AUSTERE unadorned in style or appearance
AUSTERE harsh in manner of temperament
AVARICIOUS excessively greedy
BANAL repeated too often; over familiar through overuse
BANALITY a trite or obvious remark
BELIE to give a false representation to; misrepresent
BELLIGERENT characteristic of one eager to fight
BETRAY to reveal or make known something, usually unintentionally
BLATANT without any attempt at concealment; completely obvious
BOLSTER support and strengthen
BRAZEN unrestrained by convention or propriety
BUCOLIC relating to the pleasant aspects of the country
BUMBLING lacking physical movement skills, especially with the hands
BURGEON grow and flourish
CALUMNY making of a false statement meant to injure a person's reputation
CAPRICIOUS determined by chance or impulse or whim rather than by necessity or reason
CASTIGATE to reprimand harshly
CENSURE to express strong disapproval
CHASTISE to reprimand harshly
CHORTLE to chuckle, laugh merrily
CIRCUMSCRIBE restrict or confine
CIRCUMVENT cleverly find a way out of one's duties or obligations
COMMENSURATE to be in proportion or corresponding in degree or amount
CONCEDE acknowledge defeat
CONCEDE admit (to a wrongdoing)
CONCEDE give over; surrender or relinquish to the physical control of another
CONFOUND be confusing or perplexing to
CONFOUND mistake one thing for another
CONSPICUOUS without any attempt at concealment; completely obvious
CONSTITUENT a citizen who is represented in a government by officials for whom he or she votes
CONSTITUENT an abstract part of something
CONSTRUE interpreted in a particular way
CONTINGENT a gathering of persons representative of some larger group
CONTINGENT possible but not certain to occur
CONTRITION the feeling of remorse or guilt that comes from doing something bad
CONTRIVE to pull off a plan or scheme, usually through skill or trickery
COPIOUS in abundant supply
CRAVEN pathetically cowardly
CRYPTIC mysterious or vague, usually intentionally
CULMINATE reach the highest or most decisive point
CULPABILITY a state of guilt
DECOROUS characterized by good taste in manners and conduct
DECORUM propriety in manners and conduct
DEFERENTIAL showing respect
DELETERIOUS harmful to living things
DELINEATE describe in detail
DEMUR to object or show reluctance
DENIGRATE charge falsely or with malicious intent; attack the good name and reputation of
DENOTE be a sign or indication of; have as a meaning
DERIVATIVE (or a creative product, e.g. music, writing, etc.) not original but drawing on the
DERIVE come from; be connected by a relationship of blood, for example
DERIVE reason by deduction; establish by deduction
DICTATORIAL expecting unquestioning obedience; characteristic of an absolute ruler
DIDACTIC instructive (especially excessively)
DIFFIDENT showing modest reserve; lacking self-confidence
DILATORY wasting time
DILETTANTE an amateur who engages in an activity without serious intentions and who pretends
DISAFFECTED discontented as toward authority
DISCRETE constituting a separate entity or part
DISINTERESTED unbiased; neutral
DISPASSIONATE unaffected by strong emotion or prejudice
DISSEMINATE cause to become widely known
DOGMATIC highly opinionated, not accepting that your belief may not be correct
DURESS compulsory force or threat
ECLECTIC comprised of a variety of styles
ECONOMICAL avoiding waste, efficient"
EDIFYING enlightening or uplifting so as to encourage intellectual or moral improvement
EFFICACIOUS producing the intended result
EGREGIOUS standing out in negative way; shockingly bad
ELICIT call forth (emotions, feelings, and responses)
ELUCIDATE make clearer and easier to understand
EMINENT standing above others in quality or position
ENERVATE to sap energy from
ENGENDER give rise to
ENTRENCHED fixed firmly or securely
EPHEMERAL lasting a very short time
EQUIVOCAL confusing or ambiguous
ERADICATE to completely destroy
ERUDITE having or showing profound knowledge
ESCHEW avoid and stay away from deliberately; stay clear of
ESOTERIC confined to and understandable by only an enlightened inner circle
ESPOUSE to adopt or support an idea or cause
EXACERBATE make worse
EXACTING requiring and demanding accuracy
EXALT praise or glorify
EXONERATE pronounce not guilty of criminal charges
EXPOUND add details or explanation; clarify the meaning; state in depth
EXTANT the opposite of extinct
FALLACIOUS of a belief that is based on faulty reasoning
FASTIDIOUS overly concerned with details; fussy
FLUX a state of uncertainty about what should be done (usually following some important event)
FOMENT try to stir up public opinion
FORLORN marked by or showing hopelessness
FORTHCOMING available when required or as promised
FORTHCOMING at ease in talking to others
FORTUITOUS occurring by happy chance; having no cause or apparent cause
FRIVOLOUS not serious in content or attitude or behavior
FRUGAL not spending much money (but spending wisely)
FRUSTRATE hinder or prevent (the efforts, plans, or desires) of
FURTIVE marked by quiet and caution and secrecy; taking pains to avoid being observed
GAINSAY deny or contradict; speak against or oppose
GALL the trait of being rude and impertinent
GALL feeling of deep and bitter anger and ill-will
GALVANIZE to excite or inspire (someone) to action
GARRULOUS full of trivial conversation
GAUCHE lacking social polish
GERMANE relevant and appropriate
GLUT an excessive supply
GLUT supply with an excess of
GOSSAMER characterized by unusual lightness and delicacy
GREGARIOUS to be likely to socialize with others
GUILELESS free of deceit
HACKNEYED lacking significance through having been overused
HAPHAZARD marked by great carelessness; dependent upon or characterized by chance
HARANGUE a long pompous speech; a tirade
HARANGUE to deliver a long pompous speech or tirade
HARRIED troubled persistently especially with petty annoyances
HAUGHTY having or showing arrogant superiority to and disdain of those one views as
